Driver,LapNumber,Compound,LapTime (s),Position
PIA,41.0,HARD,78.555,11.0
PIA,42.0,HARD,78.065,11.0
PIA,43.0,HARD,78.148,11.0
PIA,44.0,HARD,78.041,11.0
PIA,45.0,HARD,77.846,11.0
PIA,46.0,HARD,77.516,11.0
PIA,47.0,HARD,77.513,11.0
PIA,48.0,HARD,78.001,11.0
PIA,49.0,HARD,81.248,11.0
PIA,50.0,HARD,78.201,10.0
PIA,51.0,HARD,83.586,10.0
PIA,52.0,HARD,89.897,10.0
PIA,53.0,HARD,96.843,9.0
PIA,54.0,HARD,131.859,10.0
PIA,55.0,INTERMEDIATE,106.026,10.0
PIA,56.0,INTERMEDIATE,103.482,10.0
PIA,57.0,INTERMEDIATE,103.431,10.0
PIA,58.0,INTERMEDIATE,103.803,11.0
PIA,59.0,INTERMEDIATE,102.379,11.0
PIA,60.0,INTERMEDIATE,101.431,11.0
PIA,61.0,INTERMEDIATE,101.089,11.0
PIA,62.0,INTERMEDIATE,99.78,11.0
PIA,63.0,INTERMEDIATE,98.882,11.0
PIA,64.0,INTERMEDIATE,98.53,11.0
PIA,65.0,INTERMEDIATE,97.419,11.0
PIA,66.0,INTERMEDIATE,94.942,11.0
PIA,67.0,INTERMEDIATE,96.653,11.0
PIA,68.0,INTERMEDIATE,91.909,10.0
PIA,69.0,INTERMEDIATE,91.253,10.0
PIA,70.0,INTERMEDIATE,88.82,10.0
PIA,71.0,INTERMEDIATE,87.67,10.0
PIA,72.0,INTERMEDIATE,88.016,10.0
PIA,73.0,INTERMEDIATE,87.443,10.0
PIA,74.0,INTERMEDIATE,86.185,10.0
PIA,75.0,INTERMEDIATE,86.143,10.0
PIA,76.0,INTERMEDIATE,85.615,10.0
PIA,77.0,INTERMEDIATE,84.785,10.0
